name,rating,courses,fees_range,package,city
"Bundelkhand University, Jhansi",3.6,107,106000 - 5700000,3.8 - 41 LPA,Uttar Pradesh - Other
"Government Medical College, Kottayam",NULL,42,46000 - 4800000,– / –,Kottayam
Nagindas Khandwala College,4,44,– / –,2.18 LPA,Mumbai
"IndSearch Institute of Management Studies and Research, Bavdhan Campus",4.2,2,1700000 - 2200000,6 LPA,Pune
ACS College of Engineering,3.9,20,1300000 - 3600000,3 LPA,Bangalore
Sri Jayadeva Institute of Cardiovascular Sciences and Research,4.6,14,13000 - 600000,4,Bangalore
"Indira Gandhi Government Medical College and Hospital, Nagpur",4.4,37,400000 - 5600000,4.8,Nagpur
Andhra Medical College,4.4,40,461000 - 6600000,4.3,Visakhapatnam
"Pravin Dalal School of Entrepreneurship and Family Business Management, NMIMS, Mumbai",4.2,6,3300000 - 4400000,5.5 - 19.2 LPA,Mumbai
NSHM Institute of Engineering and Technology - NSHM Knowledge Campus Durgapur,4.5,12,200000 - 3800000,2.22 LPA,Durgapur
"ICFAI Business School (IBS), Bangalore",4.1,3,3900000 - 12100000,3.9,Bangalore
Avadh Institute of Medical Technologies and Hospital,NULL,11,2100000 - 3600000,– / –,Lucknow
Delhi Skill and Entrepreneurship University (DSEU)- Dwarka Campus,4.2,6,328000 - 1600000,4.2,Delhi
"ESIC Medical College, Hyderabad",4.6,20,4500000 - 7500000,4.7,Hyderabad
"School of Sciences, Jain Deemed-to-be University, Bangalore",3.4,12,– / –,5.15 - 7.26 LPA,Bangalore
AIIMS Kalyani - All India Institute of Medical Sciences,4.8,1 Course,61,5,Kalyani
"Jindal School of Government and Public Policy, O.P. Jindal Global University",4.6,6,4500000 - 10500000,4,Sonepat
"Baroda Medical College, Baroda",4.2,38,90000 - 1300000,4.5,Vadodara
SMBT Group of Institutions,5,24,2100000 - 5800000,5,Nashik
Shri Vaishnav Vidyapeeth Vishwavidyalaya,3.6,178,153000 - 4900000,3 - 3.5 LPA,Indore
"Institute of Hotel Management, Catering Technology and Applied Nutrition, Kolkata",4.3,13,50000 - 300000,4.3,Kolkata
The Oxford Medical College Hospital and Research Center,NULL,25,5200000 - 29 Cr,– / –,Bangalore
"Motilal Nehru Medical College, Allahabad",4.3,30,90000 - 1400000,4.8,Allahabad
"Christ - Lavasa, Pune Campus",4,20,90000 - 11900000,4.17 - 7.97 LPA,Pune
A.B. Shetty Memorial Institute of Dental Sciences,4.4,12,600000 - 3000000,3.4 - 3.63 LPA,Mangalore
BGS Global Institute of Medical Sciences,4.5,24,3100000 - 21400000,4.5,Bangalore
IMU Chennai Indian Maritime University (IMUC),3.9,12,2300000 - 900000,3.8,Chennai
International Institute of Sports Management,4.2,5,3500000 - 7300000,4.1,Mumbai
Tilak Ayurved Mahavidyalaya,3.7,3,2700000 - 3800000,4,Pune
Raipur Institute of Medical Sciences,4.3,12,1800000 - 35200000,4.1,Raipur
Atal Bihari Vajpayee Government Medical College,5,10,415000 - 4500000,5,Vidisha
SIES College of Management Studies,3.6,9,– / –,4,Navi Mumbai
Asian Business School (ABS),4.2,1 Course,800000,6.5 LPA,Noida
Adesh University,3.8,70,215000 - 63900000,3.9,Bathinda
R.R. Group of Institutions,4.5,33,943000 - 3800000,4.4,Lucknow
Bowring and Ladycurzon Medical college and Research Institute,4.5,1 Course,27,4.8,Bangalore
Guru Shri Gorakshnath College of Nursing,NULL,9,66000 - 2800000,– / –,Gorakhpur
"Manipal Law School, Manipal Academy of Higher Education, Bengaluru",NULL,5,200000 - 9900000,3 - 8.88 LPA,Bangalore
Symbiosis Centre for Distance Learning,3.7,43,2000 - 75000,3.4,Pune
Industrial Design Centre - IIT Bombay,3.2,7,100000 - 11600000,5,Mumbai
"Government College of Pharmacy, Amravati",3.6,5,725000 - 2400000,2.5 - 5.6 LPA,Amravati
"Government College of Engineering, Jalgaon",3.3,10,1600000 - 3300000,3 LPA,Jalgaon
Symbiosis Skills and Professional University,4.3,17,1800000 - 11100000,4.3,Pune
CCSU - Chaudhary Charan Singh University,3.8,134,360 - 200000,3.3 - 4.1 LPA,Meerut
"National Institute of Fashion Technology, Chennai",4.1,24,59000 - 12300000,4,Chennai
Maharishi University of Information Technology - Noida Campus,3.7,50,40000 - 6300000,3.4,Noida
"Guru Nanak Institute of Technology, Telangana",3.9,19,90000 - 4800000,3.4 - 4.47 LPA,Hyderabad
"Amity University Online, Noida",3.7,26,30000 - 2800000,3.7,Noida
Malla Reddy Institute of Medical Sciences,4.2,16,2700000 - 2100000,3.8,Hyderabad
"JNTUA College of Engineering, Pulivendula",3.6,18,30000 - 100000,3.36 - 3.4 LPA,Andhra Pradesh - Other
Sapthagiri College of Engineering,3.8,16,1300000 - 3300000,3.8,Bangalore
Mar Athanasius College of Engineering,4.3,19,247000 - 1800000,1.8 - 4.1 LPA,Kerala - Other
Noida International University,4.2,61,80000 - 53600000,3 LPA,Greater Noida
Sapthagiri Institute of Medical Sciences and Research Centre,5,32,3100000 - 21400000,5,Bangalore
Adesh Medical College and Hospital,3.7,15,42100000 - 68700000,4,Kurukshetra
"Nair Hospital Dental College, Mumbai",4.1,10,2100000 - 3700000,8.4 - 12 LPA,Mumbai
KSOU - Karnataka State Open University,3.7,83,23000 - 561000,3,Mysore
Nitra Technical Campus,3.1,6,2400000 - 2500000,2.6 LPA,Ghaziabad
"Government College of Pharmacy, Karad",3.2,5,12000 - 100000,3,Satara
"School of Mathematical Sciences, NMIMS, Mumbai",3.7,7,3600000 - 600000,5.5 - 10 LPA,Mumbai
Gandhinagar University,3.8,11,1700000 - 2500000,3.4,Gandhinagar
"Mahatma Gandhi Memorial Medical College, Indore",4.5,33,3200000 - 5300000,4.6,Indore
MGR Government Film and Television Institute,4.4,12,45000 - 75000,4,Chennai
Indira Gandhi Medical College and Hospital,4.2,31,72000 - 2700000,4.7,Shimla
"NMIMS School of Branding and Advertising, Mumbai",3.8,1 Course,1500000,5.5 LPA,Mumbai
"Zakir Husain Delhi College, University of Delhi",3.8,74,207000 - 402000,4 - 15.5 LPA,Delhi
Dr. D.Y.Patil Polytechnic (DYPP),3.9,10,18000 - 954000,4,Pune
Mar Baselios College of Engineering and Technology,4,21,300000 - 3700000,3.6 - 3.7 LPA,Thiruvananthapuram
Smt. N.H.L. Municipal Medical College,4.4,35,62000 - 26700000,3,Ahmedabad
Rajshree Medical Research Institute,4.1,24,33000 - 71100000,4.5,Bareilly
RV University,4.6,25,3500000 - 2200000,5,Bangalore
"School of Engineering and Technology, Noida International University",3.3,46,1200000 - 5200000,2.8,Greater Noida
PSG College of Pharmacy,4.1,8,1300000 - 200000,2.5 - 3 LPA,Coimbatore
SVCE - Sri Venkateshwara College of Engineering,3.7,16,1200000 - 3600000,3 - 3.8 LPA,Bangalore
"Dr. D. Y. Patil Biotechnology and Bioinformatics Institute, Dr. D. Y. Patil Vidyapeeth",3.9,4,2500000 - 9300000,3.75 - 8.5 LPA,Pune
Sumandeep Vidyapeeth,4.2,81,30000 - 1800000,4,Vadodara
Gurugram University,3.7,38,16000 - 300000,3.4,Gurgaon
Smt. Kashibai Navale Medical College and General Hospital,4.1,22,31600000 - 60300000,4,Pune
Jaypee University of Engineering and Technology,3.8,19,88000 - 7300000,5 LPA,Madhya Pradesh - Other
AKTU - Dr. A.P.J. Abdul Kalam Technical University (UPTU),4.6,38,1100000 - 3400000,4.5,Lucknow
"Veterinary College,Bangalore",4.3,18,707000 - 2900000,5,Bangalore
AIIMS Raebareli - All India Institute of Medical Sciences,5,1 Course,45,5,Raebareli
"Dr. Ambedkar Government Law College, Chennai",3.8,3,3000 - 5000,3.5,Chennai
Dr. D. Y. Patil Institute of Management and Research,4.4,3,1200000 - 1400000,4,Pune
Babasaheb Bhimrao Ambedkar University - Amethi Satellite Campus,3.7,13,3000 - 15000,5.94 LPA,Lucknow
Shanti Business School,4.3,2,66,6.75 LPA,Ahmedabad
"College of Pharmacy, SRM IST, Chennai",4.2,13,200000 - 3000000,5.42 - 12.75 LPA,Tamil Nadu - Other
AIMS Institute of Management Studies,4.8,3,3500000 - 5900000,4.5 - 6.23 LPA,Pune
"Jawaharlal Nehru Medical College, Ajmer",4,29,398000 - 4900000,4.1,Ajmer
Institute of Marketing and Management,4.3,2,8300000 - 2700000,8.5 LPA,Delhi
Dr. Ram Manohar Lohia Avadh University,3.6,145,3000 - 3100000,1.3 - 2.75 LPA,Uttar Pradesh - Other
UPRTOU - U P Rajarshi Tandon Open University,3.8,151,12000 - 39000,2.8,Allahabad
"GITAM School of Architecture, Visakhapatnam",3.9,2,2600000 - 1600000,3.2 - 4.4 LPA,Visakhapatnam
Shimoga Institute of Medical Sciences,4.8,27,1200000 - 3400000,4,Shimoga
"NMIMS, Indore",4.3,10,300000 - 1500000,5.5 - 19.2 LPA,Indore
Pt. Jawahar Lal Nehru Government College,3.4,16,26,2.7,Faridabad
"Amity University, Punjab",4.1,106,50000 - 1200000,4,Mohali
Indira Gandhi Institute of Technology,3.9,37,174000 - 2200000,3.5 - 4 LPA,Orissa - Other
"Alagappa College of Technology, Anna University",4.1,22,50000 - 200000,5.5 - 6.3 LPA,Chennai
Gayatri Vidya Parishad College for Degree and PG Courses,4,22,45000 - 2500000,3.7,Visakhapatnam
Dr. Ambedkar Institute of Technology for Handicapped,3.6,14,38000 - 2700000,3.2,Kanpur
MCE - Malnad College of Engineering,3.9,18,569000 - 8900000,2.8 - 5 LPA,Hassan
P. P. Savani University,4.3,71,30000 - 1000000,4.5 - 6 LPA,Surat
"ITM Institute of Hotel Management, Mumbai",4.1,5,1300000 - 7600000,3 LPA,Mumbai
Sri Aurobindo Institute of Medical Science,4.4,60,25000 - 9900000,4,Indore
BML Munjal University,4.6,8,200000 - 2200000,7.51 LPA,Gurgaon
Greater Kolkata College of Engineering and Management,4.4,14,721000 - 400000,4.5 LPA,Kolkata
H.K. College of Pharmacy,2.9,3,2300000 - 5200000,2.1 - 2.3 LPA,Mumbai
"Alliance Ascent College, Alliance University",3.8,2,4500000 - 1000000,4.5 - 6 LPA,Bangalore
"Motilal Nehru College, University of Delhi",3.9,32,432 - 540,4 - 5 LPA,Delhi
SN Medical College Agra,4.4,32,100000 - 1600000,4.8,Agra
National Institute of Management and Research Studies,NULL,52,40000 - 500000,– / –,Mumbai
Combined (P.G.) Institute of Medical Sciences and Research,NULL,29,– / –,– / –,Dehradun
"Symbiosis School of Liberal Arts, Symbiosis International, Pune",4.2,4,163,8.9 LPA,Pune
Maharana Pratap Engineering College,4,10,1200000 - 2400000,3.9,Kanpur
Dr. Babasaheb Ambedkar Technological University - DBATU,3.3,20,30000 - 60000,4 LPA,Raigad
Vidyasagar College,3.5,35,92000 - 768000,8.63 LPA,Kolkata
Ch. Ranbir Singh State Institute of Engineering and Technology,3.8,5,12,3.4,Jhajjar
Coochbehar Government Engineering College,4.2,5,48000 - 994000,3.4,West Bengal - Other
Defence Institute of Advanced Technology,NULL,37,60000 - 3400000,15 - 19.5 LPA,Pune
Jayawantrao Sawant Institute of Management and Research,4.8,1 Course,18,4.8,Pune
"Division of Biological Sciences, Indian Institute of Science",4.6,1 Course,40000,28 LPA,Bangalore
Patna Medical College And Hospital,4.5,42,274,4.6,Patna
The Great Eastern Institute of Maritime Studies - GEIMS,4.5,7,4100000 - 6500000,4.7,Pune
Mohan Babu University,4,116,100000 - 800000,4.4,Tirupati
St. Wilfred's Institute of Pharmacy,3.6,4,12000 - 500000,3,Raigad
"Santosh Dental College and Hospital, Santosh University",3,14,1300000 - 2400000,3.2,Ghaziabad
"Arena Creative Campus, Jayanagar",4,17,43,5,Bangalore
"Campus Law Centre, University of Delhi",4,2,270 - 432,4.5 - 14 LPA,Delhi
"KJ Somaiya College of Physiotherapy, Somaiya Vidyavihar University",4.2,5,8100000 - 22100000,5,Mumbai
Manav Rachna Dental College,4.3,9,60000 - 19500000,3.8,Faridabad
NKP Salve Institute of Medical Sciences and Research Centre and Lata Mangeshkar Hospital,3.6,29,2400000 - 52200000,2.8,Nagpur
Government Medical College Kozhikode,4.3,51,64000 - 4200000,1.8 - 4.62 LPA,Kozhikode
JJM Medical College,4.4,24,3100000 - 3600000,4.5,Davangere
Anand International College of Engineering,4.3,10,2200000 - 300000,4.1,Jaipur
"Ravenshaw University, Mahanadi",4.4,6,75000 - 3400000,2.5 - 3.5 LPA,Cuttack
"Ahilya Bai College of Nursing, University of Delhi",4.4,1 Course,1000,3,Delhi
"Quantum School of Technology (Admission Office), Quantum University",3.6,26,1600000 - 6900000,4.5 LPA,Dehradun
Dr. D. Y. Patil Law College,1.8,5,777000 - 1100000,1.8 - 5.5 LPA,Pune
BMS College of Commerce and Management - BMSCCM,4.2,8,– / –,4.2,Bangalore
Indian Institute of Information Technology Vadodara - International Diu Campus,4.3,2,84,9 LPA,Daman & Diu
"Hi-Tech Medical College and Hospital, Bhubaneswar",3.5,21,13500000 - 29300000,3.9,Bhubaneswar
"Government College Sector-9, Gurgaon",3.8,14,840 - 182000,3.4,Gurgaon
"Manipal College of Dental Sciences, Mangalore, Manipal Academy of Higher Education",4.4,12,3800000 - 43500000,3.5 - 4.3 LPA,Mangalore
HMR Institute of Technology and Management,3.2,20,2200000 - 3900000,2.9,Delhi - Other
"JNTUA College of Engineering, Kalikiri",3.7,6,40000,3.5 LPA,Chittoor
"Dr. Bhim Rao Ambedkar College, University of Delhi",3.8,13,373000 - 803000,3.2,Delhi
"Gandhi Medical College, Bhopal",4.3,39,845000 - 4500000,4.6,Bhopal
"Government Medical College, Miraj",4.3,28,3100000 - 16300000,4.5,Maharashtra - Other
"Himalayan College of Nursing, Swami Rama Himalayan University",4.3,8,1800000 - 5600000,4.5,Dehradun
Som Lalit Institute of Management Studies (SLIMS-SLIBM),3.3,3,24,3.8,Ahmedabad
D.E.S's Shri Navalmal Firodia Law College,3.8,5,802000 - 1400000,2.9,Pune
"Faculty of Law, University of Calcutta",3.9,2,– / –,7.84 - 9.2 LPA,Kolkata
JSPM's Jayawantrao Sawant College of Commerce and Science,4.4,2,– / –,3,Pune
MGM Dental College and Hospital,NULL,2,11100000 - 15600000,0.5 - 1 LPA,Navi Mumbai
Gautam Buddha University,3.8,126,20000 - 10800000,2.4 - 4 LPA,Greater Noida
Bharati Vidyapeeth College of Pharmacy,4.4,7,12000 - 7200000,2.09 - 2.15 LPA,Navi Mumbai
Dr. Bhimrao Ambedkar University,3.7,76,1400000 - 2900000,3.1,Agra
Principal K.M. Kundnani College of Pharmacy,4.5,8,728000 - 2100000,2.8 - 3.61 LPA,Mumbai
Plaksha University,NULL,7,11800000 - 28800000,17 LPA,Mohali
"J.S.S. Dental College and Hospital, JSS Academy of Higher Education and Research",4.1,16,60000 - 2700000,3.5 - 22 LPA,Mysore
"R N T Medical College, Udaipur",4.5,29,181000 - 1800000,4.5,Udaipur
"Rajiv Gandhi Institute of Technology, Kerala",4.3,24,265000 - 672000,2.1 - 3.5 LPA,Kottayam
Ramkrishna Mahato Government Engineering College,4.1,6,24000 - 48000,3.7,Purulia
"Government Medical College and Hospital, Baramati",5,3,51,5,Baramati
Patna University,2.9,75,16000 - 2200000,3.6 - 4 LPA,Patna
Raj Kumari Amrit Kaur College of Nursing,4.6,2,1000,5,Delhi
G.S.V.M. Medical College,4.6,31,72000 - 1800000,4.8,Kanpur
"Government Medical College, Surat",4.3,34,22000 - 1100000,4.4,Surat
IISER Bhopal - Indian Institute of Science Education & Research,4.1,10,3100000 - 3900000,3,Bhopal
Baba Raghav Das Medical College,4.6,23,83000 - 2500000,4.8,Gorakhpur
"Hind Institute of Medical Sciences, Sitapur",4.1,19,8600000 - 51500000,3.9,Sitapur
R.B.S College,3.9,35,– / –,3.6,Agra
Rajendra Institute of Medical Sciences (RIMS),4.4,38,3000 - 27000,4.6,Ranchi
"Coimbatore Medical College,Coimbatore",4.2,35,676000 - 1400000,4.4,Coimbatore
RGUHS - Rajiv Gandhi University of Health Sciences,4.3,1 Course,90000,4.5,Bangalore
"Dr. Vasantrao Pawar Medical College, Hospital and Research Center",3.9,16,26200000 - 39700000,7.2 - 8.4 LPA,Nashik
D.Y. Patil School of Law,3.8,2,69000 - 1500000,3,Navi Mumbai
"Institute of Hotel Management, Bangalore",4,10,987000 - 3200000,4.4,Bangalore
Sri Guru Ram Das University of Health Sciences,NULL,50,37000 - 45500000,– / –,Amritsar
BITS Pilani - WILP,4.5,44,1200000 - 4800000,4,Pilani
Nalanda Open University - NOU,3.5,96,16000 - 50000,2.3,Bihar - Other
"Government Doon Medical College, Dehradun",4.1,20,65,4.3,Dehradun
IIBMS - Indian Institute of Business Management and Studies,NULL,19,128000 - 758000,– / –,Mumbai
"Amrita School of Biotechnology, Amrita Vishwa Vidyapeetham - Amritapuri Campus",4.8,9,200000 - 4100000,4.5 - 4.93 LPA,Kollam
Pune Business School,4.9,1 Course,59,6.5 LPA,Pune
TMCH - Tagore Medical College and Hospital,5,15,173,5,Chennai
"Government College of Engineering and Textile Technology, Serampore",4,7,289000 - 100000,3.8,Serampore
K.M. Shah Dental College and Hospital,4.6,13,312000 - 84000,3.84 - 7.8 LPA,Vadodara
"School of Business Management, Noida International University",3.8,22,1200000 - 5300000,1 LPA,Greater Noida
"Pillai College of Arts, Commerce and Science",4.3,33,1000 - 6000,2 - 3.6 LPA,Mumbai
New Delhi Institute of Management,3.8,2,32,3.5,Delhi
"Jindal School of Art and Architecture, O.P. Jindal Global University",4.8,4,1200000 - 2000000,5,Sonepat
"Karnataka Institute of Medical Science, Hubli",4.8,35,20000 - 6600000,5,Hubli
K.D. Medical College Hospital and Research Centre,4.2,14,43800000 - 64900000,4.2,Mathura
"Centre for International Studies, NMIMS, Mumbai",4,8,118000 - 13500000,5.5 LPA,Mumbai
G H Raisoni College of Arts Commerce and Science,4.3,9,862000 - 2400000,4,Pune
"Chitkara College of Applied Engineering, Chitkara University, Chandigarh",4,4,600000,4.5 LPA,Chandigarh
Tata Institute of Social Sciences - School of Vocational Education,4.8,64,30000 - 3600000,1.5 - 3.08 LPA,Mumbai
Indian Institute of Art and Design,4.8,6,9300000 - 20300000,4.6,Delhi
"Chitkara Design School, Chitkara University, Chandigarh",4.8,7,3600000 - 7200000,4.5 - 5.25 LPA,Chandigarh
The Little Flower's College,4.2,8,– / –,3.5,Mumbai
"Srinivas Institute of Technology, Srinivas Group of Colleges",3.7,20,1200000 - 5700000,3.15 - 5 LPA,Mangalore
IQ City Medical College,4.1,32,7200000 - 83200000,4.5,Durgapur
Rizvi Law College,3.2,2,63000 - 1100000,2.9,Mumbai
Gopal Narayan Singh University,4.2,71,10000 - 9000000,3.5 LPA,Sasaram
Siliguri Institute of Technology,3.9,23,18000 - 4800000,4.5 - 5 LPA,Siliguri
"Garware Institute of Career Education and Development, University of Mumbai",4.7,62,1000 - 14600000,4.5 - 15 LPA,Mumbai
Allahabad University,3.7,48,– / –,2.7,Allahabad
"College of Nursing, Pune, Bharati Vidyapeeth",NULL,8,1400000 - 3200000,4.1 - 6.45 LPA,Pune
VIT - Vemana Institute of Technology,3.5,17,1300000 - 6500000,3.6 LPA,Bangalore
Future Institute of Engineering and Management,3.7,16,200000 - 5200000,2.5 - 4.5 LPA,Kolkata
Gauhati Medical College,4,44,492000 - 1100000,4.3,Guwahati
Sahrdaya College of Engineering and Technology (SCET),3.4,9,1400000 - 300000,3.2 LPA,Thrissur
KIIT School of Computer Application,4,3,4700000 - 6600000,6 - 13.5 LPA,Bhubaneswar
"Dr Bhimrao Ambedkar University, Agra - Khandari Campus",3.6,68,15000 - 2800000,3,Agra
Smt. B.K. Shah Medical Institute and Research Centre,3.8,50,975000 - 87500000,6.2 - 15 LPA,Vadodara
"Dr. S.N Medical College, Jodhpur",4.4,29,181000 - 2200000,4.6,Jodhpur
The George Telegraph Training Institute,4.2,93,96000,4,Kolkata
SCS Autonomous College,4.2,38,288 - 1600000,4,Puri
"Vivekanand College of Nursing, Lucknow",NULL,5,300000,– / –,Lucknow
"Government College of Pharmacy, Aurangabad",3.6,4,64000 - 2400000,2.5 - 2.8 LPA,Aurangabad
AIIMS Hyderabad - All India Institute of Medical Sciences,4.2,13,61,4,Hyderabad
Babu Banarasi Das Northern India Institute of Technology (BBDNIIT),3.5,21,100000 - 3300000,2.9,Lucknow
"Bharati Vidyapeeth DU Medical College And Hospital, Sangli",4.8,20,22500000 - 11 Cr,5.7 - 7.05 LPA,Sangli
"Faculty of Law, MIT WPU",4,2,4800000 - 12300000,3 LPA,Pune
"Shreemati Nathibai Damodar Thackersey Women's University, ChurchGate",3.6,58,5000 - 1900000,2.4 - 24 LPA,Mumbai
Rajalakshmi School of Business,4,3,1500000 - 7800000,5.54 LPA,Chennai
Shivpuri Institute of Technology,4.2,4,908,3.6,Madhya Pradesh - Other
Kumaraguru College of Liberal Arts and Science,4.6,14,1200000 - 3600000,4.4,Coimbatore
Gayatri Vidya Parishad College of Engineering for Women,4.2,7,1400000 - 2400000,2.4 - 3.5 LPA,Visakhapatnam
upGrad,NULL,124,50000 - 43900000,4.41 LPA,Mumbai
